"Study","rho","n","beta.Direct","beta.Inverse","beta.Combined","SD.Direct","SD.Inverse","SD.Combined","ASE.Direct","ASE.Inverse","ASE.Combined","size/power.Direct","size/power.Inverse","size/power.Combined","correlation1","correlation2","correlation3"
"Observational","0.5","600","-0.520776113650745","-0.509101149385918","-0.518058069097445","0.728561803485915","0.730385045077462","0.720229511448475","0.704904285816712","0.706964693753531","0.694720941678965","0.123","0.119","0.126","0.978224712396848","-0.425908664961125","0.0344241928185449"
"Observational","0.5","600","1.05783564149447","1.03554523245783","1.03977371870741","0.80512273452556","0.808246846042542","0.790835029427141","0.782316721458589","0.783437952941388","0.766953655136059","0.281","0.275","0.291","-0.412874932999963","0.973234363719863","-0.44226710276319"
"Observational","0.5","600","0.0118859615002166","0.0281290420348224","0.0326338577240055","0.730981446667767","0.729523377798793","0.714740306032755","0.70858272877382","0.710135063937238","0.697692113844019","0.055","0.048","0.046","0.0354877421403227","-0.434568549164189","0.975128204641418"
"Observational","0.5","750","-0.484730377974841","-0.480269951465308","-0.486600412953602","0.624988754483559","0.625100077022562","0.613881126169649","0.627689498837908","0.629373319924508","0.619918864473283","0.113","0.111","0.115","0.977414882314266","-0.429500306416542","-0.0230461327235124"
"Observational","0.5","750","1.0228015794985","1.00972858605528","1.01065130591934","0.67233590905909","0.672064687475489","0.663035208803951","0.696404228658656","0.697112855219153","0.684540209103397","0.297","0.292","0.305","-0.437558230646236","0.971033048821675","-0.424795717912846"
"Observational","0.5","750","-0.00767728186400714","-0.000702262782331668","0.00500468001919603","0.634039525040424","0.633444389286542","0.619762745126338","0.630870756920326","0.631369666704596","0.621684672753539","0.046","0.053","0.048","-0.0231118556565644","-0.419334141922857","0.977740556285259"
"Observational","0.5","900","-0.523814514695149","-0.515040121368119","-0.523387821700933","0.566230470881708","0.577739822396636","0.563905631599427","0.572066967967648","0.573611033906432","0.565409172780897","0.14","0.144","0.144","0.979612385149046","-0.447120415036236","0.106752186145137"
"Observational","0.5","900","1.03312476546041","1.01002780885051","1.01648272624892","0.64921196666464","0.653894516108255","0.640476281866052","0.634719102117689","0.635364932191382","0.624644928960552","0.389","0.383","0.396","-0.424439743827927","0.974447067054802","-0.477351216019339"
"Observational","0.5","900","-0.00904887582554673","0.00394429496676298","0.00516716007524473","0.585884938688687","0.590493430117457","0.574794824498818","0.575208574515721","0.576237342819058","0.56791856034598","0.051","0.056","0.051","0.088683699577609","-0.465222251965808","0.97785415047777"
"Observational","0.5","1050","-0.517836628626168","-0.505152780475885","-0.517291142849678","0.526967757645986","0.529544179308466","0.519807338842843","0.528980389573863","0.530704262654482","0.524028462657858","0.156","0.154","0.161","0.978527292614854","-0.434384059157608","-0.052620396146473"
"Observational","0.5","1050","1.00913320942431","0.987556536686479","0.991137165748562","0.599011998238873","0.600428531559456","0.590967535778657","0.586284936379019","0.587043123368685","0.578225647424113","0.41","0.399","0.403","-0.435793243061477","0.976886595791848","-0.408636671898286"
"Observational","0.5","1050","0.0003863223207765","0.0110835410789701","0.0136301236698126","0.528850155928201","0.529333913581077","0.517998563333924","0.531792511755848","0.532913200278129","0.525953118452061","0.049","0.052","0.049","-0.040964344584347","-0.407271732376829","0.977326419138516"
"Observational","0.5","1200","-0.519637683231143","-0.509045934772731","-0.51868522055835","0.492752030397454","0.493704250843896","0.485884580546429","0.493602361355806","0.494919988165752","0.489169161315882","0.182","0.178","0.182","0.97997825401138","-0.448437345797426","0.0268270234750615"
"Observational","0.5","1200","1.0318618530352","1.0108830986483","1.01701554994745","0.553793236443883","0.557696520056977","0.545390664621352","0.547955768638348","0.548362209801254","0.540472922268001","0.479","0.462","0.477","-0.460747361941193","0.976638393261638","-0.44185312553559"
"Observational","0.5","1200","-0.0223980620496421","-0.010520612651779","-0.0108337947350192","0.493479633304776","0.492997416389908","0.483042363174713","0.496257578751694","0.496895850797801","0.490958199185766","0.042","0.045","0.04","0.0285677437057274","-0.4474835072638","0.979194454671141"
"Observational","0.5","1350","-0.497263746452005","-0.487564026691675","-0.497020622081117","0.459242426813819","0.461878246841621","0.455126106386012","0.464917555037619","0.466196330481716","0.461147887091226","0.179","0.177","0.181","0.981221565014784","-0.405676319792604","0.00340291906544778"
"Observational","0.5","1350","1.00960387516905","0.994398720077005","0.999345531863661","0.516820214813871","0.514583008615002","0.508922011541675","0.515715895269974","0.516411538321536","0.509516733622679","0.487","0.479","0.491","-0.39420932054761","0.978770072699382","-0.436847673368743"
"Observational","0.5","1350","0.0137499175576852","0.0211838409724705","0.0223936815822517","0.460819216265094","0.463200238604037","0.456990352734674","0.467295153639871","0.468074124595091","0.462883707780939","0.043","0.049","0.042","-0.00516494385401623","-0.444050285124423","0.979366602970821"
"Observational","0.5","1500","-0.495184014335782","-0.485996589616649","-0.494916221074144","0.44162085739752","0.445049711820015","0.439406265201554","0.440699407456708","0.441865710887088","0.437248735512913","0.205","0.2","0.212","0.983620509812758","-0.483565557875837","-0.0319219011055208"
"Observational","0.5","1500","0.993791194768214","0.980999118552059","0.983062171343781","0.484433895277841","0.483916164518573","0.479782757168681","0.488988219293646","0.489529084524804","0.483197276082475","0.525","0.508","0.518","-0.46732562469175","0.976567132163867","-0.383547006937574"
"Observational","0.5","1500","0.0073976939270927","0.015407899575289","0.01545877266912","0.436333330921654","0.440390398085892","0.431720524951912","0.442853550517513","0.443430402911739","0.438907229051129","0.037","0.038","0.039","-0.0300419464932022","-0.388984248290435","0.978438006232393"
